Column 1,Column 2,Column 3,Column 4
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Disconnect_USB_power,0.009913
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,CC_Disconn,0.008680
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_100MS_1,0.106609
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,HV_Power_DISCONNECT_TO_VDM,0.007827
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Change_5V0_To_EXT,0.015227
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_PDO2_TO_5V,0.015184
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_200MS_1,0.211029
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_USB_EMI_VDM,0.008282
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,USB_POWER_ON,0.009890
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_1000MS_1,1.004771
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VDM_CC1_TO_ACE_CC1,0.009827
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_1000MS_2,1.005939
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,ACE_SRDY_BUCK_BOOST,0.194931
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_500MS_2,0.508592
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PD_State_Check,0.095700
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_VBAT_4V3,0.018202
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_POWER_5V_1,0.019663
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_100MS_10,0.109216
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Disable_Potomac_buckboost,0.114064
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Turn_Off_BB,0.096608
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,WIFI_OFF,0.105958
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,BT_OFF,0.103660
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Eload_To_PPVCC_MAIN,0.021454
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Eload_Enable,0.009222
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_ELOAD_1.9A,0.017171
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_VBAT_4V35,0.021298
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PP_IBATT,0.145722
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_GAIN_1000_1900mA_BUCKBOOST,0.036759
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,DELAY_1000MS_11,1.006862
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_CURRENT,0.132421
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_GAIN_10_1000mA_BUCKBOOST,0.037771
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_FB_Volt,0.105921
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVCC_MAIN_SNS,0.102515
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPBATT_VCC_FB,0.105000
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_POWER_5V1,0.018812
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,USB_ilimit_3000mA_5V,0.505619
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,ENTER_SUSPEND_MODE,0.103985
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_POWER_5V,0.017708
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_FB_CONNECT_5V,0.192558
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,ChecK_VBUS,0.328843
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_LOOP_SET,2.883958
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_FB_Volt_5V,0.105088
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Eload_Current_Bef,0.168274
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,ibuck_ph0_Suspend_Charge,0.257677
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,ibuck_ph1_Suspend_Charge,0.001508
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_VBAT_4.35V,0.015960
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_FB_Volt_Suspend_Charge,0.101653
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Set_GAIN_10_1900mA_BUCKBOOST_1,0.039247
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,VBUS_CURRENT_Suspend_Charge,0.132637
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVBUS_PROT_Suspend_Charge,0.102903
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPBATT_VCC_FB_Suspend_Charge,0.103407
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,PPVCC_MAIN_SNS_Suspend_Charge,0.105870
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,BATT_CURRENT_Suspend_Charge,0.759933
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,potomac_vsys_lo,0.203910
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Result,0.001607
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Eload_Current_Aft,0.156624
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_CCELOAD_0A,0.119726
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Eload_Disconnected,0.027697
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_VBAT_4.2V,0.020099
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_VBUS_5V0,0.019302
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Enable_HCCM_Mode,0.063566
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,Charge_Out_Of_Suspend,0.103872
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,IBAT_ICHG_L1_HCCM,0.143082
BatteryCharger,BuckBoostEfficiency_VBAT4V35_PPVBUS_PROT_4V25,SET_VBAT_4.3V,0.020440
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,BATT_NTC_10K,0.008928
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,VBUS_FB_DISCONNECT_5V,0.008633
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Disconnect_USB_power,0.008574
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,CC_Disconn,0.008996
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,DELAY_100MS_1,0.108272
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PP5V0_TO_VDM_DISCONNECT,0.008791
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Change_5V0_To_EXT,0.016382
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,DELAY_200MS_1,0.204144
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PPVBUS_USB_EMI_VDM,0.007272
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,USB_POWER_ON,0.008534
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,DELAY_1000MS_1,1.009475
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,VDM_CC1_TO_ACE_CC1,0.009733
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,DELAY_1000MS_2,1.007212
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,ACE_SRDY_BUCK_BOOST,0.191545
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PD_State_Check,0.106233
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Set_VBAT_4V3_1,0.019495
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PPVBUS_POWER_5V_1,0.019815
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,DELAY_100MS_10,0.111336
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Disable_Potomac_buckboost,0.109736
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Set_VBAT_3V2,0.017184
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,BATT_CURRENT_without_Eload,0.146603
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Eload_To_PPVCC_HIGH,0.019889
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Eload_Enable,0.010062
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,SET_ELOAD_1A,0.018084
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Eload_Current,0.391602
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Set_GAIN_1000,0.038895
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Measure_IBUS,0.131723
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Set_GAIN_1,0.040773
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PPVCC_HIGH,0.103798
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,PPVCC_MAIN,0.103954
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,BATT_CURRENT_with_Eload,0.145313
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Efficiency,0.001522
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,SET_CCELOAD_0A,0.122916
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Eload_Disconnected,0.027745
BatteryCharger,BoostEfficiency_VBAT3V2_VBUS5V,Set_VBAT_4V3_2,0.018066
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VDM_CC1_TO_DISCONNECT_1,0.009278
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Change_5V0_PDO_To_VDM_5V0,0.016739
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Set_PDO2_To_15V,0.015746
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_200MS_2,0.206692
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PP5V0_TO_VDM_BOARD,0.007444
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Set_LDO_PP_5V0_ON,0.019919
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VBUS_to_15V,0.019487
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPVBUS_USB_To_VDM,0.012896
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_1000MS_1,1.002931
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VDM_CC1_TO_ACE_CC1_1,0.008493
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_1000MS_2,1.007130
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,ACE_SRDY,0.211126
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_1000MS,1.005955
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PD_State_Check_1,0.104966
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Set_VBAT_3.9V,0.018827
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_100MS_100mA,0.110554
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,USB_ilimit_100mA_5V,0.528056
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_100MS_1,0.104653
,,,
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,USB_ilimit_2500mA,0.562225
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Bluetooth_off,0.099664
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Wifi_off,0.098913
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Turn_Off_BB,0.108116
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPVBUS_FB_CONNECT,0.183986
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,ChecK_VBUS_2500mA,0.333028
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Charge_battlimit_5190mA,0.090062
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_CURRENT_5.19A,0.438873
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Reg_select_pmu,0.108883
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Reg_read_0x7E6E_Default,0.155863
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PMU_VBAT,0.163896
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPBATT_VCC,0.103098
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VBAT_ERROR,0.001291
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Reg_write_0x7E6E_0x00,0.083036
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Reg_read_0x7E6E,0.160300
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PMU_VBAT_1,0.152624
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPBATT_VCC_1,0.102894
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VBAT_ERROR_1,0.001691
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PMU_IBAT_OUT_1,0.148486
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,IBAT_ERROR_1,0.001355
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Reg_write_0x7E6E_Default,0.100921
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_SNS_5.19A_15V2A5,0.107897
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPBATT_VCC_FB_5.19A,0.101381
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Charge_battlimit_3708mA,0.092583
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_CURRENT_3.708A,0.142868
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_SNS_3.708A,0.111209
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPBATT_VCC_FB_3.708A,0.103511
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Charge_battlimit_2970mA,0.096672
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_CURRENT_2.970A,0.146994
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,BATT_SNS_2.970A,0.108443
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PPBATT_VCC_FB_2.970A,0.108394
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VBUS_FB_DISCONNECT,0.007838
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VBUS_SET_5V,0.020743
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Disconnect_VBUS_power,0.010237
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PP5V0_TO_VDM_DISCONNECT,0.008079
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_200MS_1,0.210679
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,CC_Disconn,0.009408
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_1000MS_3,1.009290
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Change_5V0_To_EXT,0.016476
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Set_PDO2_TO_5V,0.016190
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Connect_VBUS_power,0.009703
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,VDM_CC1_TO_ACE_CC1_2,0.009620
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_1000MS_4,1.010966
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,ACE_SRDY_2,0.175779
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,DELAY_500MS_4,0.508668
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,PD_State_Check_2,0.099729
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,USB_ilimit_1000mA,0.286044
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Charge_battlimit_50mA,0.061556
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,Charge_battlimit_0mA,0.108385
BatteryCharger,IbattLimit_Constant_I_VBAT3V9_VBUS15V,SET_VBAT_4.3V,0.022145
USBC,LDCM_Initial,ACE_SBU_Disconnect,0.009540
USBC,LDCM_Initial,ACE_USB_TOP_CONN_Disconnect,0.013512
USBC,LDCM_Initial,ACE_USB_BOT_CONN_Disconnect,0.009724
USBC,LDCM_Initial,PP1V8_LDCM_ON,0.192256
USBC,LDCM_Initial,PP1V8_LDCM_Volt,0.160642
USBC,LDCM_MUX_Off,Cmds_Send,4.513361
USBC,LDCM_MUX_Off,DELAY_10MS,0.014091
USBC,LDCM_MUX_Off,Voltage_Channel_THD,0.002751
USBC,LDCM_MUX_Off,TIA_Channel_THD,0.001118
USBC,LDCM_MUX_Off,Leakage_Current_THD,0.001704
USBC,LDCM_MUX_Off,Calculated_Resistance,0.001137
USBC,LDCM_MUX_Off,Calculated_Capacitance,0.001107
USBC,LDCM_MUX_Off,Calculated_Impedance_Magnitude,0.001474
USBC,LDCM_MUX_Off,Calculated_Impedance_Phase,0.001075
USBC,LDCM_ZREF_110Hz,Cmds_Send,4.506301
USBC,LDCM_ZREF_110Hz,DELAY_10MS,0.013859
USBC,LDCM_ZREF_110Hz,Voltage_Channel_THD,0.002439
USBC,LDCM_ZREF_110Hz,TIA_Channel_THD,0.001178
USBC,LDCM_ZREF_110Hz,Leakage_Current_THD,0.001228
USBC,LDCM_ZREF_110Hz,Calculated_Resistance,0.001362
USBC,LDCM_ZREF_110Hz,Calculated_Capacitance,0.001098
USBC,LDCM_ZREF_110Hz,Calculated_Impedance_Magnitude,0.001419
USBC,LDCM_ZREF_110Hz,Calculated_Impedance_Phase,0.001077
USBC,LDCM_Trace_Open,Cmds_Send,4.490019
USBC,LDCM_Trace_Open,DELAY_10MS,0.012344
USBC,LDCM_Trace_Open,Voltage_Channel_THD,0.002342
USBC,LDCM_Trace_Open,TIA_Channel_THD,0.001174
USBC,LDCM_Trace_Open,Leakage_Current_THD,0.001428
USBC,LDCM_Trace_Open,Calculated_Resistance,0.001295
USBC,LDCM_Trace_Open,Calculated_Capacitance,0.001715
USBC,LDCM_Trace_Open,Calculated_Impedance_Magnitude,0.001174
USBC,LDCM_Trace_Open,Calculated_Impedance_Phase,0.001111
USBC,LDCM_Trace_1nF,Connect_Cap,0.017049
USBC,LDCM_Trace_1nF,DELAY_100MS,0.106695
USBC,LDCM_Trace_1nF,Cmds_Send,4.527362
USBC,LDCM_Trace_1nF,DELAY_10MS_1,0.012951
USBC,LDCM_Trace_1nF,Voltage_Channel_THD,0.002619
USBC,LDCM_Trace_1nF,TIA_Channel_THD,0.001183
USBC,LDCM_Trace_1nF,Leakage_Current_THD,0.001188
USBC,LDCM_Trace_1nF,Calculated_Resistance,0.001233
USBC,LDCM_Trace_1nF,Calculated_Capacitance,0.001249
USBC,LDCM_Trace_1nF,Calculated_Impedance_Magnitude,0.001642
USBC,LDCM_Trace_1nF,Calculated_Impedance_Phase,0.001199
USBC,LDCM_Trace_1nF,Disconnect_Cap,0.016303
USBC,LDCM_Trace_2nF,Connect_Cap,0.017024
USBC,LDCM_Trace_2nF,DELAY_100MS,0.108538
USBC,LDCM_Trace_2nF,Cmds_Send,4.502749
USBC,LDCM_Trace_2nF,DELAY_10MS_1,0.014539
USBC,LDCM_Trace_2nF,Voltage_Channel_THD,0.002796
USBC,LDCM_Trace_2nF,TIA_Channel_THD,0.001354
USBC,LDCM_Trace_2nF,Leakage_Current_THD,0.001317
USBC,LDCM_Trace_2nF,Calculated_Resistance,0.001160
USBC,LDCM_Trace_2nF,Calculated_Capacitance,0.001206
USBC,LDCM_Trace_2nF,Calculated_Impedance_Magnitude,0.001774
USBC,LDCM_Trace_2nF,Calculated_Impedance_Phase,0.001228
USBC,LDCM_Trace_2nF,Disconnect_Cap,0.017421
USBC,LDCM_Trace_3nF,Connect_Cap,0.018606
USBC,LDCM_Trace_3nF,DELAY_100MS,0.110745
USBC,LDCM_Trace_3nF,Cmds_Send,4.509296
USBC,LDCM_Trace_3nF,DELAY_10MS_1,0.013619
USBC,LDCM_Trace_3nF,Voltage_Channel_THD,0.002662
USBC,LDCM_Trace_3nF,TIA_Channel_THD,0.001287
USBC,LDCM_Trace_3nF,Leakage_Current_THD,0.001168
USBC,LDCM_Trace_3nF,Calculated_Resistance,0.001195
USBC,LDCM_Trace_3nF,Calculated_Capacitance,0.001171
USBC,LDCM_Trace_3nF,Calculated_Impedance_Magnitude,0.001608
USBC,LDCM_Trace_3nF,Calculated_Impedance_Phase,0.001184
USBC,LDCM_Trace_3nF,Disconnect_Cap,0.017659
USBC,LDCM_Trace_1M,Connect_Res,0.017979
USBC,LDCM_Trace_1M,DELAY_100MS,0.110149
USBC,LDCM_Trace_1M,Cmds_Send,4.500546
USBC,LDCM_Trace_1M,DELAY_10MS_1,0.015311
USBC,LDCM_Trace_1M,Voltage_Channel_THD,0.002764
USBC,LDCM_Trace_1M,TIA_Channel_THD,0.001244
USBC,LDCM_Trace_1M,Leakage_Current_THD,0.001175
USBC,LDCM_Trace_1M,Calculated_Resistance,0.001285
USBC,LDCM_Trace_1M,Calculated_Capacitance,0.001417
USBC,LDCM_Trace_1M,Calculated_Impedance_Magnitude,0.001673
USBC,LDCM_Trace_1M,Calculated_Impedance_Phase,0.001219
USBC,LDCM_Trace_1M,Disconnect_Res,0.016464
USBC,LDCM_Trace_1M5,Connect_Res,0.016961
USBC,LDCM_Trace_1M5,DELAY_100MS,0.107815
USBC,LDCM_Trace_1M5,Cmds_Send,4.502425
USBC,LDCM_Trace_1M5,DELAY_10MS_1,0.015817
USBC,LDCM_Trace_1M5,Voltage_Channel_THD,0.002628
USBC,LDCM_Trace_1M5,TIA_Channel_THD,0.001349
USBC,LDCM_Trace_1M5,Leakage_Current_THD,0.001315
USBC,LDCM_Trace_1M5,Calculated_Resistance,0.001719
USBC,LDCM_Trace_1M5,Calculated_Capacitance,0.001269
USBC,LDCM_Trace_1M5,Calculated_Impedance_Magnitude,0.001302
USBC,LDCM_Trace_1M5,Calculated_Impedance_Phase,0.001351
USBC,LDCM_Trace_1M5,Disconnect_Res,0.016720
USBC,LDCM_Trace_300K1nF5,Connect_Res,0.017925
USBC,LDCM_Trace_300K1nF5,DELAY_100MS,0.110049
USBC,LDCM_Trace_300K1nF5,Cmds_Send,4.506966
USBC,LDCM_Trace_300K1nF5,DELAY_10MS_1,0.014497
USBC,LDCM_Trace_300K1nF5,Voltage_Channel_THD,0.002633
USBC,LDCM_Trace_300K1nF5,TIA_Channel_THD,0.001201
USBC,LDCM_Trace_300K1nF5,Leakage_Current_THD,0.001163
USBC,LDCM_Trace_300K1nF5,Calculated_Resistance,0.001194
USBC,LDCM_Trace_300K1nF5,Calculated_Capacitance,0.001295
USBC,LDCM_Trace_300K1nF5,Calculated_Impedance_Magnitude,0.001173
USBC,LDCM_Trace_300K1nF5,Calculated_Impedance_Phase,0.001676
USBC,LDCM_Trace_300K1nF5,Disconnect_Res,0.016250
USBC,LDCM_Trace_10K200nF,Connect_Res,0.018122
USBC,LDCM_Trace_10K200nF,DELAY_100MS,0.110926
USBC,LDCM_Trace_10K200nF,Cmds_Send,4.486981
USBC,LDCM_Trace_10K200nF,DELAY_10MS_1,0.016025
USBC,LDCM_Trace_10K200nF,Voltage_Channel_THD,0.001614
USBC,LDCM_Trace_10K200nF,TIA_Channel_THD,0.001135
USBC,LDCM_Trace_10K200nF,Leakage_Current_THD,0.001452
USBC,LDCM_Trace_10K200nF,Calculated_Resistance,0.001175
USBC,LDCM_Trace_10K200nF,Calculated_Capacitance,0.001556
USBC,LDCM_Trace_10K200nF,Calculated_Impedance_Magnitude,0.001563
USBC,LDCM_Trace_10K200nF,Calculated_Impedance_Phase,0.001270
USBC,LDCM_Trace_10K200nF,Disconnect_Res,0.017191
USBC,LDCM_AceSBU1_Open,Connect_Res,0.017624
USBC,LDCM_AceSBU1_Open,DELAY_100MS,0.105846
USBC,LDCM_AceSBU1_Open,Cmds_Send,4.625459
USBC,LDCM_AceSBU1_Open,DELAY_10MS,0.016466
USBC,LDCM_AceSBU1_Open,Voltage_Channel_THD,0.002543
USBC,LDCM_AceSBU1_Open,TIA_Channel_THD,0.001282
USBC,LDCM_AceSBU1_Open,Leakage_Current_THD,0.001336
USBC,LDCM_AceSBU1_Open,Calculated_Resistance,0.001161
USBC,LDCM_AceSBU1_Open,Calculated_Capacitance,0.001127
USBC,LDCM_AceSBU1_Open,Calculated_Impedance_Magnitude,0.001289
USBC,LDCM_AceSBU1_Open,Calculated_Impedance_Phase,0.001501
USBC,LDCM_AceSBU1_Open,Disconnect_Res,0.017021
USBC,LDCM_AceSBU1_1nF,Connect_Cap,0.016924
USBC,LDCM_AceSBU1_1nF,DELAY_100MS,0.104464
USBC,LDCM_AceSBU1_1nF,Cmds_Send,4.623008
USBC,LDCM_AceSBU1_1nF,DELAY_10MS_1,0.015611
USBC,LDCM_AceSBU1_1nF,Voltage_Channel_THD,0.001806
USBC,LDCM_AceSBU1_1nF,TIA_Channel_THD,0.001154
USBC,LDCM_AceSBU1_1nF,Leakage_Current_THD,0.001449
